,date,pv,temp,hum,light
109,2020-01-05 13:00,8112000,9.1,24,2.16
110,2020-01-05 14:00,6528000,10.2,19,1.87
111,2020-01-05 15:00,5568000,10.7,17,1.33
112,2020-01-05 16:00,2044800,10.3,17,1.28
113,2020-01-05 17:00,758400,9.5,23,0.39
114,2020-01-05 18:00,28800,8.8,27,0.08
115,2020-01-05 19:00,0,8,31,0
116,2020-01-05 20:00,0,6.9,35,0
117,2020-01-05 21:00,0,6.4,37,0
118,2020-01-05 22:00,0,6.4,41,0
119,2020-01-05 23:00,0,6.3,45,0
120,2020-01-06 0:00,0,5.9,48,0
121,2020-01-06 1:00,0,6.1,45,0
122,2020-01-06 2:00,0,5.5,50,0
123,2020-01-06 3:00,0,5.6,44,0
124,2020-01-06 4:00,0,5.5,45,0
125,2020-01-06 5:00,0,5.9,45,0
126,2020-01-06 6:00,0,5.8,51,0
127,2020-01-06 7:00,0,6.4,51,0
128,2020-01-06 8:00,0,5.3,66,0.05
129,2020-01-06 9:00,67200,5,80,0.09
130,2020-01-06 10:00,614400,5.4,91,0.21
131,2020-01-06 11:00,672000,6.3,93,0.22
132,2020-01-06 12:00,518400,6.5,95,0.2
133,2020-01-06 13:00,614400,7.3,95,0.27
134,2020-01-06 14:00,787200,7.6,96,0.21
135,2020-01-06 15:00,1104000,8.2,96,0.15
136,2020-01-06 16:00,585600,7.8,97,0.13
137,2020-01-06 17:00,153600,7.9,98,0.1
138,2020-01-06 18:00,0,8.1,97,0.05
139,2020-01-06 19:00,0,8.4,97,0
140,2020-01-06 20:00,0,8.2,97,0
141,2020-01-06 21:00,0,8.4,98,0
142,2020-01-06 22:00,0,8.6,98,0
143,2020-01-06 23:00,0,8.7,98,0
144,2020-01-07 0:00,0,8.8,98,0
145,2020-01-07 1:00,0,8.7,99,0
146,2020-01-07 2:00,0,8.8,99,0
147,2020-01-07 3:00,0,8.9,99,0
148,2020-01-07 4:00,0,9,99,0
149,2020-01-07 5:00,0,9.5,99,0
150,2020-01-07 6:00,0,9.5,99,0
151,2020-01-07 7:00,0,9.8,99,0
152,2020-01-07 8:00,0,10.3,99,0.06
153,2020-01-07 9:00,9600,12.3,99,0.07
154,2020-01-07 10:00,9600,13,99,0.09
155,2020-01-07 11:00,355200,15.1,99,0.11
156,2020-01-07 12:00,1286400,15.3,99,0.16
157,2020-01-07 13:00,528000,15.9,99,0.25
158,2020-01-07 14:00,700800,16.2,99,0.21
159,2020-01-07 15:00,451200,16.1,98,0.19
160,2020-01-07 16:00,374400,16.3,98,0.16
161,2020-01-07 17:00,38400,17,96,0.09
162,2020-01-07 18:00,0,17.6,94,0.06
163,2020-01-07 19:00,0,16.7,98,0
164,2020-01-07 20:00,0,15.3,97,0
165,2020-01-07 21:00,0,14.3,97,0
166,2020-01-07 22:00,0,13.3,98,0
167,2020-01-07 23:00,0,11.4,95,0
168,2020-01-08 0:00,0,10.5,96,0
169,2020-01-08 1:00,0,8.7,95,0
170,2020-01-08 2:00,0,7.9,96,0
171,2020-01-08 3:00,0,6.8,95,0
172,2020-01-08 4:00,0,6.1,95,0
173,2020-01-08 5:00,0,5.6,96,0
174,2020-01-08 6:00,0,5.7,95,0
175,2020-01-08 7:00,0,5.6,94,0
176,2020-01-08 8:00,0,5.8,84,0.05
177,2020-01-08 9:00,0,5.7,78,0.08
178,2020-01-08 10:00,192000,5.2,81,0.12
179,2020-01-08 11:00,480000,4.8,82,0.14
180,2020-01-08 12:00,528000,4.7,80,0.15
181,2020-01-08 13:00,643200,4.5,84,0.14
182,2020-01-08 14:00,489600,4.3,90,0.12
183,2020-01-08 15:00,691200,4.4,91,0.14
184,2020-01-08 16:00,326400,4.5,88,0.1
185,2020-01-08 17:00,9600,4.4,91,0.08
186,2020-01-08 18:00,0,4.3,90,0.06
187,2020-01-08 19:00,0,4.3,86,0
188,2020-01-08 20:00,0,4.4,84,0
189,2020-01-08 21:00,0,4.3,75,0
190,2020-01-08 22:00,0,4.3,71,0
191,2020-01-08 23:00,0,4.1,70,0
192,2020-01-09 0:00,0,4.1,67,0
193,2020-01-09 1:00,0,4,68,0
194,2020-01-09 2:00,0,3.8,68,0
195,2020-01-09 3:00,0,3.6,65,0
196,2020-01-09 4:00,0,3.6,68,0
197,2020-01-09 5:00,0,3.4,68,0
198,2020-01-09 6:00,0,3.2,69,0
199,2020-01-09 7:00,0,2.9,64,0
200,2020-01-09 8:00,0,2.7,66,0.06
201,2020-01-09 9:00,624000,2.6,70,0.24
202,2020-01-09 10:00,1737600,4.1,59,0.93
203,2020-01-09 11:00,3196800,4.5,58,1.51
204,2020-01-09 12:00,4694400,5,56,1.69
205,2020-01-09 13:00,4464000,5.3,56,1.61
206,2020-01-09 14:00,3782400,5.8,53,1.65
207,2020-01-09 15:00,3264000,5.7,52,1.28
208,2020-01-09 16:00,2716800,5.2,57,0.77
209,2020-01-09 17:00,1027200,4.5,55,0.38
210,2020-01-09 18:00,57600,3.6,60,0.09
211,2020-01-09 19:00,0,3,65,0
212,2020-01-09 20:00,0,2.1,70,0
213,2020-01-09 21:00,0,1.2,75,0
214,2020-01-09 22:00,0,1.3,77,0
215,2020-01-09 23:00,0,0.8,78,0
216,2020-01-10 0:00,0,0.6,82,0
217,2020-01-10 1:00,0,0.2,82,0
218,2020-01-10 2:00,0,0.2,84,0
219,2020-01-10 3:00,0,-0.3,86,0
220,2020-01-10 4:00,0,-0.7,87,0
221,2020-01-10 5:00,0,-1.3,89,0
222,2020-01-10 6:00,0,-1,88,0
223,2020-01-10 7:00,0,-1.2,90,0
224,2020-01-10 8:00,28800,-0.9,88,0.07
225,2020-01-10 9:00,1555200,0.2,83,0.41
226,2020-01-10 10:00,4300800,1.8,59,0.93
227,2020-01-10 11:00,7363200,3.6,48,1.65
228,2020-01-10 12:00,8697600,5.7,37,1.99
229,2020-01-10 13:00,8294400,7.1,39,2.12
230,2020-01-10 14:00,9302400,8.7,34,1.85
231,2020-01-10 15:00,7680000,9.6,35,1.71
232,2020-01-10 16:00,5040000,8.3,41,1.18
233,2020-01-10 17:00,2121600,6.7,36,0.53
234,2020-01-10 18:00,192000,4.7,42,0.1
235,2020-01-10 19:00,0,3.6,49,0
236,2020-01-10 20:00,0,3.1,51,0
237,2020-01-10 21:00,0,2.1,58,0
238,2020-01-10 22:00,0,2,59,0
239,2020-01-10 23:00,0,1.7,60,0
240,2020-01-11 0:00,0,1.6,63,0
241,2020-01-11 1:00,0,1.6,66,0
242,2020-01-11 2:00,0,1.5,64,0
243,2020-01-11 3:00,0,1.3,67,0
244,2020-01-11 4:00,0,0.4,73,0
245,2020-01-11 5:00,0,0.3,72,0
246,2020-01-11 6:00,0,0.2,71,0
247,2020-01-11 7:00,0,0.5,70,0
248,2020-01-11 8:00,0,1.2,66,0.07
249,2020-01-11 9:00,960000,0.9,76,0.23
250,2020-01-11 10:00,3052800,2.2,71,0.39
251,2020-01-11 11:00,5164800,5.1,58,1.36
252,2020-01-11 12:00,7603200,7.1,51,1.65
253,2020-01-11 13:00,8352000,7.6,48,1.93
254,2020-01-11 14:00,8236800,8,45,1.65
255,2020-01-11 15:00,6777600,7.7,45,1.6
256,2020-01-11 16:00,4694400,7,49,0.93
257,2020-01-11 17:00,1862400,6,53,0.45
258,2020-01-11 18:00,67200,5,55,0.09
259,2020-01-11 19:00,0,4.3,63,0
260,2020-01-11 20:00,0,3.8,63,0
261,2020-01-11 21:00,0,3.4,52,0
262,2020-01-11 22:00,0,3.1,52,0
263,2020-01-11 23:00,0,2.9,58,0
264,2020-01-12 0:00,0,2.8,60,0
265,2020-01-12 1:00,0,2.4,63,0
266,2020-01-12 2:00,0,2.3,64,0
267,2020-01-12 3:00,0,2.6,66,0
268,2020-01-12 4:00,0,2.6,67,0
269,2020-01-12 5:00,0,2.3,69,0
270,2020-01-12 6:00,0,2.6,70,0
271,2020-01-12 7:00,0,2.6,72,0
272,2020-01-12 8:00,9600,2.7,72,0.06
273,2020-01-12 9:00,422400,3,71,0.13
274,2020-01-12 10:00,796800,3.7,64,0.37
275,2020-01-12 11:00,1737600,4.4,54,0.97
276,2020-01-12 12:00,1804800,4.6,55,1
277,2020-01-12 13:00,2390400,4.8,53,0.78
278,2020-01-12 14:00,2745600,4.5,55,0.74
279,2020-01-12 15:00,1948800,4.4,55,0.64
280,2020-01-12 16:00,1526400,4.3,53,0.62
281,2020-01-12 17:00,748800,4.1,54,0.27
282,2020-01-12 18:00,86400,3.8,55,0.08
283,2020-01-12 19:00,0,3.7,58,0
284,2020-01-12 20:00,0,3.4,60,0
285,2020-01-12 21:00,0,3.2,63,0
286,2020-01-12 22:00,0,3.3,60,0
287,2020-01-12 23:00,0,3.4,64,0
288,2020-01-13 0:00,0,3.3,62,0
289,2020-01-13 1:00,0,2.9,65,0
290,2020-01-13 2:00,0,3,62,0
291,2020-01-13 3:00,0,3,60,0
292,2020-01-13 4:00,0,3,59,0
293,2020-01-13 5:00,0,2.8,62,0
294,2020-01-13 6:00,0,2.4,70,0
295,2020-01-13 7:00,0,2.5,69,0
296,2020-01-13 8:00,9600,2.8,63,0.06
297,2020-01-13 9:00,489600,3,63,0.17
298,2020-01-13 10:00,2841600,3.3,58,0.37
299,2020-01-13 11:00,4406400,3.4,56,0.52
300,2020-01-13 12:00,4953600,4.2,50,0.95
301,2020-01-13 13:00,5788800,4.7,47,1.16
302,2020-01-13 14:00,9302400,4.1,55,1.58
303,2020-01-13 15:00,8294400,4,58,1.4
304,2020-01-13 16:00,4291200,3.4,55,1.11
305,2020-01-13 17:00,1334400,2.9,54,0.32
306,2020-01-13 18:00,57600,1.9,55,0.1
307,2020-01-13 19:00,0,1.1,57,0
308,2020-01-13 20:00,0,0.4,60,0
309,2020-01-13 21:00,0,0,61,0
310,2020-01-13 22:00,0,-0.3,62,0
311,2020-01-13 23:00,0,-0.2,60,0
312,2020-01-14 0:00,0,-0.2,55,0
313,2020-01-14 1:00,0,-0.1,56,0
314,2020-01-14 2:00,0,0,53,0
315,2020-01-14 3:00,0,0.1,48,0
316,2020-01-14 4:00,0,0.2,47,0
317,2020-01-14 5:00,0,-0.1,53,0
318,2020-01-14 6:00,0,-0.1,56,0
319,2020-01-14 7:00,0,-0.2,57,0
320,2020-01-14 8:00,0,-0.2,57,0.06
321,2020-01-14 9:00,336000,0.3,53,0.23
322,2020-01-14 10:00,902400,1.7,48,0.55
323,2020-01-14 11:00,1478400,2.9,41,1.19
324,2020-01-14 12:00,2467200,3.7,42,1.18
325,2020-01-14 13:00,3667200,4.5,41,1.52
326,2020-01-14 14:00,7113600,5.6,40,1.64
327,2020-01-14 15:00,6604800,5.5,42,1.4
328,2020-01-14 16:00,5059200,5.4,42,0.87
329,2020-01-14 17:00,2025600,5,48,0.46
330,2020-01-14 18:00,86400,3.7,55,0.12
331,2020-01-14 19:00,0,3.7,58,0
332,2020-01-14 20:00,0,3,62,0
333,2020-01-14 21:00,0,2.3,63,0
334,2020-01-14 22:00,0,1,66,0
335,2020-01-14 23:00,0,0.3,70,0
336,2020-01-15 0:00,0,0.5,74,0
337,2020-01-15 1:00,0,0.2,74,0
338,2020-01-15 2:00,0,-0.7,77,0
339,2020-01-15 3:00,0,-0.9,74,0
340,2020-01-15 4:00,0,-0.6,72,0
341,2020-01-15 5:00,0,-1.5,77,0
342,2020-01-15 6:00,0,-1.9,82,0
343,2020-01-15 7:00,0,-1.9,85,0
344,2020-01-15 8:00,9600,-1.1,80,0.06
345,2020-01-15 9:00,278400,0.1,71,0.33
346,2020-01-15 10:00,720000,1.4,57,0.71
347,2020-01-15 11:00,1430400,2.6,54,1.33
348,2020-01-15 12:00,4502400,3.3,52,1.64
349,2020-01-15 13:00,9235200,4.1,49,1.48
350,2020-01-15 14:00,7977600,5.1,45,2.02
351,2020-01-15 15:00,4550400,4.5,44,1.76
352,2020-01-15 16:00,2179200,4.3,46,1.15
353,2020-01-15 17:00,1382400,2.8,50,0.43
354,2020-01-15 18:00,163200,2.1,52,0.1
355,2020-01-15 19:00,0,1.4,55,0
356,2020-01-15 20:00,0,0.8,59,0
357,2020-01-15 21:00,0,0.3,60,0
358,2020-01-15 22:00,0,0.5,56,0
359,2020-01-15 23:00,0,0.1,57,0
360,2020-01-16 0:00,0,-0.3,59,0
361,2020-01-16 1:00,0,-0.6,61,0
362,2020-01-16 2:00,0,-0.8,66,0
363,2020-01-16 3:00,0,-0.9,68,0
364,2020-01-16 4:00,0,-0.9,67,0
365,2020-01-16 5:00,0,-0.8,67,0
366,2020-01-16 6:00,0,-1,62,0
367,2020-01-16 7:00,0,-0.8,55,0
368,2020-01-16 8:00,0,-0.7,51,0.07
369,2020-01-16 9:00,652800,0.3,46,0.28
370,2020-01-16 10:00,2438400,1.8,48,0.88
371,2020-01-16 11:00,5923200,3.3,45,1.24
372,2020-01-16 12:00,8601600,4.7,32,1.88
373,2020-01-16 13:00,9321600,6.2,23,2.14
374,2020-01-16 14:00,8841600,6.4,27,2.02
375,2020-01-16 15:00,7776000,7.1,29,1.61
376,2020-01-16 16:00,4656000,6.8,26,1.05
377,2020-01-16 17:00,1334400,4.9,28,0.46
378,2020-01-16 18:00,172800,3.8,31,0.11
379,2020-01-16 19:00,0,3.2,33,0
380,2020-01-16 20:00,0,2.7,39,0
381,2020-01-16 21:00,0,2.3,46,0
382,2020-01-16 22:00,0,2.1,47,0
383,2020-01-16 23:00,0,2.1,47,0
384,2020-01-17 0:00,0,2.1,43,0
385,2020-01-17 1:00,0,1.8,38,0
386,2020-01-17 2:00,0,1.6,37,0
387,2020-01-17 3:00,0,1.4,36,0
388,2020-01-17 4:00,0,1,38,0
389,2020-01-17 5:00,0,1,35,0
390,2020-01-17 6:00,0,1.1,36,0
391,2020-01-17 7:00,0,0.9,40,0
392,2020-01-17 8:00,9600,0.7,43,0.06
393,2020-01-17 9:00,988800,1.1,43,0.26
394,2020-01-17 10:00,2169600,2.4,34,0.78
395,2020-01-17 11:00,5145600,3.7,32,1.17
396,2020-01-17 12:00,8448000,5.3,26,1.32
397,2020-01-17 13:00,9148800,6.8,20,1.92
398,2020-01-17 14:00,8092800,7.1,13,2.03
399,2020-01-17 15:00,7900800,7.3,17,1.52
400,2020-01-17 16:00,6028800,7,20,1.12
401,2020-01-17 17:00,2832000,5.6,27,0.65
402,2020-01-17 18:00,345600,3.4,46,0.15
403,2020-01-17 19:00,0,2.6,44,0
404,2020-01-17 20:00,0,1.7,47,0
405,2020-01-17 21:00,0,0.7,49,0
406,2020-01-17 22:00,0,0.9,54,0
407,2020-01-17 23:00,0,0.6,56,0
408,2020-01-18 0:00,0,0.2,60,0
409,2020-01-18 1:00,0,-0.1,68,0
410,2020-01-18 2:00,0,-0.8,71,0
411,2020-01-18 3:00,0,-0.9,72,0
412,2020-01-18 4:00,0,-1.2,74,0
413,2020-01-18 5:00,0,-1.5,70,0
414,2020-01-18 6:00,0,-1.3,60,0
415,2020-01-18 7:00,0,-1.4,65,0
416,2020-01-18 8:00,19200,-1.6,67,0.06
417,2020-01-18 9:00,1449600,-0.4,68,0.42
418,2020-01-18 10:00,4368000,3.1,52,1.11
419,2020-01-18 11:00,6028800,4.4,50,1.65
420,2020-01-18 12:00,8908800,5.9,36,2.03
421,2020-01-18 13:00,9638400,6.7,28,2.22
422,2020-01-18 14:00,8198400,6.8,23,2.16
423,2020-01-18 15:00,6220800,7.1,29,1.84
424,2020-01-18 16:00,4051200,6.9,30,1.31
425,2020-01-18 17:00,979200,6.2,42,0.7
426,2020-01-18 18:00,211200,4.5,48,0.16
427,2020-01-18 19:00,0,3.7,53,0
428,2020-01-18 20:00,0,2.6,58,0
429,2020-01-18 21:00,0,1.9,65,0
430,2020-01-18 22:00,0,1.7,70,0
431,2020-01-18 23:00,0,1.7,72,0
432,2020-01-19 0:00,0,1,74,0
433,2020-01-19 1:00,0,0.5,79,0
434,2020-01-19 2:00,0,0.2,81,0
435,2020-01-19 3:00,0,0.1,81,0
436,2020-01-19 4:00,0,0.5,80,0
437,2020-01-19 5:00,0,0.4,80,0
438,2020-01-19 6:00,0,0.1,84,0
439,2020-01-19 7:00,0,0.5,83,0
440,2020-01-19 8:00,0,0.8,82,0.06
441,2020-01-19 9:00,240000,1.3,81,0.17
442,2020-01-19 10:00,902400,2,78,0.38
443,2020-01-19 11:00,883200,3.3,69,0.61
444,2020-01-19 12:00,710400,4,68,0.52
445,2020-01-19 13:00,902400,4.6,68,0.63
446,2020-01-19 14:00,4886400,5.8,75,0.74
447,2020-01-19 15:00,3494400,6.3,70,1.07
448,2020-01-19 16:00,2851200,6.9,68,0.75
449,2020-01-19 17:00,892800,6.8,61,0.31
450,2020-01-19 18:00,172800,6.1,63,0.11
451,2020-01-19 19:00,0,5.2,66,0
452,2020-01-19 20:00,0,4.3,69,0
453,2020-01-19 21:00,0,3.9,73,0
454,2020-01-19 22:00,0,3.3,76,0
455,2020-01-19 23:00,0,2.7,80,0
456,2020-01-20 0:00,0,2.1,85,0
457,2020-01-20 1:00,0,2,86,0
458,2020-01-20 2:00,0,1.9,87,0
459,2020-01-20 3:00,0,1.8,86,0
460,2020-01-20 4:00,0,1.6,90,0
461,2020-01-20 5:00,0,1.6,90,0
462,2020-01-20 6:00,0,1.7,87,0
463,2020-01-20 7:00,0,1.4,87,0
464,2020-01-20 8:00,0,1.6,90,0.06
465,2020-01-20 9:00,652800,2.3,86,0.25
466,2020-01-20 10:00,2736000,4.6,71,0.89
467,2020-01-20 11:00,7286400,6.1,48,1.45
468,2020-01-20 12:00,8832000,6.8,40,1.28
469,2020-01-20 13:00,9494400,6.6,44,1.7
470,2020-01-20 14:00,9417600,7.6,49,1.29
471,2020-01-20 15:00,8284800,7.5,45,1.45
472,2020-01-20 16:00,5116800,6.3,43,1.2
473,2020-01-20 17:00,2553600,5.5,48,0.44
474,2020-01-20 18:00,364800,5.1,51,0.12
475,2020-01-20 19:00,0,4.5,49,0
476,2020-01-20 20:00,0,4.7,50,0
477,2020-01-20 21:00,0,4.7,56,0
478,2020-01-20 22:00,0,3.6,53,0
479,2020-01-20 23:00,0,3,51,0
480,2020-01-21 0:00,0,2.4,54,0
481,2020-01-21 1:00,0,2,54,0
482,2020-01-21 2:00,0,1.1,57,0
483,2020-01-21 3:00,0,-0.4,60,0
484,2020-01-21 4:00,0,-0.5,53,0
485,2020-01-21 5:00,0,-1.3,53,0
486,2020-01-21 6:00,0,-1.8,55,0
487,2020-01-21 7:00,0,-1.5,53,0
488,2020-01-21 8:00,28800,-2.2,55,0.06
489,2020-01-21 9:00,1766400,-0.3,49,0.47
490,2020-01-21 10:00,5299200,1.4,38,1.19
491,2020-01-21 11:00,8025600,3.2,30,1.76
492,2020-01-21 12:00,9484800,5.3,20,2.17
493,2020-01-21 13:00,10099200,6.7,17,2.34
494,2020-01-21 14:00,9648000,7.8,14,2.24
495,2020-01-21 15:00,8390400,9.7,15,1.91
496,2020-01-21 16:00,6460800,9.8,16,1.38
497,2020-01-21 17:00,3264000,9.3,18,0.74
498,2020-01-21 18:00,153600,7.3,24,0.17
499,2020-01-21 19:00,0,6.6,30,0
500,2020-01-21 20:00,0,5.5,39,0
501,2020-01-21 21:00,0,4.8,42,0
502,2020-01-21 22:00,0,4.6,46,0
503,2020-01-21 23:00,0,4.4,46,0
504,2020-01-22 0:00,0,4.2,45,0
505,2020-01-22 1:00,0,4.2,44,0
506,2020-01-22 2:00,0,4.5,40,0
507,2020-01-22 3:00,0,4.8,43,0
508,2020-01-22 4:00,0,4.7,45,0
509,2020-01-22 5:00,0,4.9,46,0
510,2020-01-22 6:00,0,4.8,52,0
511,2020-01-22 7:00,0,4.8,50,0
512,2020-01-22 8:00,0,3.8,68,0.05
513,2020-01-22 9:00,115200,3.6,84,0.1
514,2020-01-22 10:00,604800,4.9,86,0.29
515,2020-01-22 11:00,316800,5.5,85,0.27
516,2020-01-22 12:00,393600,5.5,90,0.19
517,2020-01-22 13:00,508800,5.3,95,0.27
518,2020-01-22 14:00,364800,5.6,96,0.28
519,2020-01-22 15:00,288000,5.5,97,0.2
520,2020-01-22 16:00,153600,5.5,98,0.17
521,2020-01-22 17:00,48000,5.7,98,0.12
522,2020-01-22 18:00,0,5.8,98,0.07
523,2020-01-22 19:00,0,6.1,98,0
524,2020-01-22 20:00,0,6.2,98,0
525,2020-01-22 21:00,0,6.2,98,0
526,2020-01-22 22:00,0,6.5,98,0
527,2020-01-22 23:00,0,6.6,98,0
528,2020-01-23 0:00,0,6.7,98,0
529,2020-01-23 1:00,0,6.9,98,0
530,2020-01-23 2:00,0,6.8,98,0
531,2020-01-23 3:00,0,6.7,98,0
532,2020-01-23 4:00,0,6.8,98,0
533,2020-01-23 5:00,0,6.5,98,0
534,2020-01-23 6:00,0,6.4,98,0
535,2020-01-23 7:00,0,6.6,99,0
536,2020-01-23 8:00,0,6.5,99,0.06
537,2020-01-23 9:00,336000,5.9,98,0.17
538,2020-01-23 10:00,2505600,6.6,98,0.38
539,2020-01-23 11:00,3984000,6.7,97,0.44
540,2020-01-23 12:00,7286400,8.3,95,0.69
541,2020-01-23 13:00,8265600,10.2,83,1.58
542,2020-01-23 14:00,8678400,10.8,80,1.06
543,2020-01-23 15:00,7536000,11.5,73,1.25
544,2020-01-23 16:00,4348800,11.7,72,0.75
545,2020-01-23 17:00,1468800,10.1,72,0.44
546,2020-01-23 18:00,201600,8.3,80,0.14
547,2020-01-23 19:00,0,8.5,62,0
548,2020-01-23 20:00,0,7.5,67,0
549,2020-01-23 21:00,0,7,63,0
550,2020-01-23 22:00,0,6.7,66,0
551,2020-01-23 23:00,0,6.1,70,0
552,2020-01-24 0:00,0,5.6,76,0
553,2020-01-24 1:00,0,5.3,73,0
554,2020-01-24 2:00,0,4.8,78,0
555,2020-01-24 3:00,0,4.4,74,0
556,2020-01-24 4:00,0,3.7,75,0
557,2020-01-24 5:00,0,3.7,75,0
558,2020-01-24 6:00,0,3.4,74,0
559,2020-01-24 7:00,0,2.5,79,0
560,2020-01-24 8:00,9600,2.9,78,0.06
561,2020-01-24 9:00,1315200,4.3,70,0.39
562,2020-01-24 10:00,4185600,5.7,63,1.02
563,2020-01-24 11:00,6931200,8.2,50,1.64
564,2020-01-24 12:00,8553600,10.1,39,2.06
565,2020-01-24 13:00,7756800,11.2,41,2.22
566,2020-01-24 14:00,5472000,12.5,36,2.03
567,2020-01-24 15:00,5827200,12.1,36,1.19
