,date,pv,temp,hum,light
0,2021-01-01 0:00,0,1.1,79,0
1,2021-01-01 1:00,0,1.1,83,0
2,2021-01-01 2:00,0,1.1,81,0
3,2021-01-01 3:00,0,1.1,86,0
4,2021-01-01 4:00,0,1.1,87,0
5,2021-01-01 5:00,0,1.1,93,0
6,2021-01-01 6:00,0,1.1,92,0
7,2021-01-01 7:00,0,1.1,94,0
8,2021-01-01 8:00,0,1.1,95,0.06
9,2021-01-01 9:00,48000,1.1,95,0.19
10,2021-01-01 10:00,441600,1.1,93,0.33
11,2021-01-01 11:00,1065600,1,86,0.66
12,2021-01-01 12:00,950400,1.1,79,1.73
13,2021-01-01 13:00,2524800,2.2,74,1.75
14,2021-01-01 14:00,1459200,6.7,74,1.7
15,2021-01-01 15:00,4560000,7.9,70,1.42
16,2021-01-01 16:00,2640000,4.9,63,0.73
17,2021-01-01 17:00,1411200,3.2,67,0.35
18,2021-01-01 18:00,48000,1.8,78,0.08
19,2021-01-01 19:00,0,0.9,72,0
20,2021-01-01 20:00,0,1.1,68,0
21,2021-01-01 21:00,0,0.8,76,0
22,2021-01-01 22:00,0,0.7,84,0
23,2021-01-01 23:00,0,0.9,87,0
24,2021-01-02 0:00,0,1,89,0
25,2021-01-02 1:00,0,0.8,95,0
26,2021-01-02 2:00,0,0.7,97,0
27,2021-01-02 3:00,0,0.8,98,0
28,2021-01-02 4:00,0,0.9,98,0
29,2021-01-02 5:00,0,1,98,0
30,2021-01-02 6:00,0,1.1,98,0
31,2021-01-02 7:00,0,1.1,98,0
32,2021-01-02 8:00,0,0.9,97,0.07
33,2021-01-02 9:00,76800,0.8,94,0.25
34,2021-01-02 10:00,1468800,1.2,79,0.85
35,2021-01-02 11:00,6288000,4.8,64,1.77
36,2021-01-02 12:00,7248000,7,55,1.87
37,2021-01-02 13:00,8265600,9.1,48,2.14
38,2021-01-02 14:00,8697600,9.1,46,2.01
39,2021-01-02 15:00,7766400,7.6,38,1.71
40,2021-01-02 16:00,5347200,5.1,33,1.22
41,2021-01-02 17:00,2054400,1.7,41,0.56
42,2021-01-02 18:00,86400,0.9,48,0.09
43,2021-01-02 19:00,0,0.4,51,0
44,2021-01-02 20:00,0,0.1,54,0
45,2021-01-02 21:00,0,-0.7,54,0
46,2021-01-02 22:00,0,-1.4,55,0
47,2021-01-02 23:00,0,-1.7,58,0
48,2021-01-03 0:00,0,-1.9,57,0
49,2021-01-03 1:00,0,-2,56,0
50,2021-01-03 2:00,0,-1.7,62,0
51,2021-01-03 3:00,0,-1.7,59,0
52,2021-01-03 4:00,0,-1.8,56,0
53,2021-01-03 5:00,0,-1.8,55,0
54,2021-01-03 6:00,0,-1.9,56,0
55,2021-01-03 7:00,0,-2,59,0
56,2021-01-03 8:00,0,-2.6,57,0.07
57,2021-01-03 9:00,912000,-2,52,0.35
58,2021-01-03 10:00,3724800,-0.4,45,0.99
59,2021-01-03 11:00,6316800,0,42,1.54
60,2021-01-03 12:00,7766400,1.8,43,1.91
61,2021-01-03 13:00,7094400,1.1,44,1.93
62,2021-01-03 14:00,3379200,5.2,42,1.8
63,2021-01-03 15:00,2160000,5.4,47,1.13
64,2021-01-03 16:00,960000,3.4,49,0.37
65,2021-01-03 17:00,364800,2,51,0.21
66,2021-01-03 18:00,0,0.8,54,0.07
67,2021-01-03 19:00,0,1.4,55,0
68,2021-01-03 20:00,0,0.7,58,0
69,2021-01-03 21:00,0,0.4,58,0
70,2021-01-03 22:00,0,0.3,58,0
71,2021-01-03 23:00,0,0.2,61,0
72,2021-01-04 0:00,0,0,68,0
73,2021-01-04 1:00,0,-0.1,70,0
74,2021-01-04 2:00,0,-0.3,74,0
75,2021-01-04 3:00,0,-0.7,76,0
76,2021-01-04 4:00,0,-1,77,0
77,2021-01-04 5:00,0,-1.2,81,0
78,2021-01-04 6:00,0,-1.4,84,0
79,2021-01-04 7:00,0,-1.5,73,0
80,2021-01-04 8:00,0,-1.5,64,0.07
81,2021-01-04 9:00,1219200,-1.2,83,0.38
82,2021-01-04 10:00,3369600,-0.5,63,0.93
83,2021-01-04 11:00,6048000,-0.2,56,0.97
84,2021-01-04 12:00,7776000,1.9,48,1.84
85,2021-01-04 13:00,8332800,5.1,49,1.94
86,2021-01-04 14:00,8256000,8.3,46,1.89
87,2021-01-04 15:00,4972800,8.6,48,1.27
88,2021-01-04 16:00,2592000,6.9,57,0.44
89,2021-01-04 17:00,1459200,4.8,61,0.26
90,2021-01-04 18:00,144000,2.5,62,0.08
91,2021-01-04 19:00,0,1.1,72,0
92,2021-01-04 20:00,0,0.9,81,0
93,2021-01-04 21:00,0,0.8,83,0
94,2021-01-04 22:00,0,0.8,86,0
95,2021-01-04 23:00,0,0.7,88,0
96,2021-01-05 0:00,0,0.7,90,0
97,2021-01-05 1:00,0,0.7,93,0
98,2021-01-05 2:00,0,0.7,92,0
99,2021-01-05 3:00,0,0.8,92,0
100,2021-01-05 4:00,0,0.9,93,0
101,2021-01-05 5:00,0,0.9,95,0
102,2021-01-05 6:00,0,0.9,94,0
103,2021-01-05 7:00,0,0.9,84,0
104,2021-01-05 8:00,0,0.6,67,0.07
105,2021-01-05 9:00,979200,0.6,62,0.42
106,2021-01-05 10:00,2726400,2.7,58,0.95
107,2021-01-05 11:00,3696000,6.1,50,1.46
108,2021-01-05 12:00,2592000,5.7,54,1.23
109,2021-01-05 13:00,2563200,5.3,54,0.89
110,2021-01-05 14:00,2140800,5.3,50,0.92
111,2021-01-05 15:00,1881600,4.6,49,0.8
112,2021-01-05 16:00,1372800,3.5,48,0.53
113,2021-01-05 17:00,816000,1.6,47,0.39
114,2021-01-05 18:00,38400,1,48,0.08
115,2021-01-05 19:00,0,0.7,49,0
116,2021-01-05 20:00,0,0.4,52,0
117,2021-01-05 21:00,0,0.1,55,0
118,2021-01-05 22:00,0,-0.1,58,0
119,2021-01-05 23:00,0,-0.4,63,0
120,2021-01-06 0:00,0,-0.7,65,0
121,2021-01-06 1:00,0,-0.9,64,0
122,2021-01-06 2:00,0,-1.2,62,0
123,2021-01-06 3:00,0,-1.3,61,0
124,2021-01-06 4:00,0,-1.3,60,0
125,2021-01-06 5:00,0,-1.5,61,0
126,2021-01-06 6:00,0,-1.9,59,0
127,2021-01-06 7:00,0,-1.7,62,0
128,2021-01-06 8:00,0,-1.5,57,0.07
129,2021-01-06 9:00,57600,-1.4,55,0.34
130,2021-01-06 10:00,662400,-0.5,55,0.8
131,2021-01-06 11:00,2985600,-0.2,53,1.51
132,2021-01-06 12:00,7324800,0.4,51,1.7
133,2021-01-06 13:00,7689600,1.6,51,1.74
134,2021-01-06 14:00,8400000,3.3,50,1.77
135,2021-01-06 15:00,5347200,5.5,44,1.56
136,2021-01-06 16:00,2044800,4.5,48,1.03
137,2021-01-06 17:00,1468800,2.8,55,0.35
138,2021-01-06 18:00,48000,1.4,81,0.08
139,2021-01-06 19:00,0,0.8,87,0
140,2021-01-06 20:00,0,0.6,84,0
141,2021-01-06 21:00,0,0.4,83,0
142,2021-01-06 22:00,0,0.4,92,0
143,2021-01-06 23:00,0,0.4,96,0
144,2021-01-07 0:00,0,0.6,93,0
145,2021-01-07 1:00,0,0.6,69,0
146,2021-01-07 2:00,0,0.6,62,0
147,2021-01-07 3:00,0,0.7,91,0
148,2021-01-07 4:00,0,0.7,87,0
149,2021-01-07 5:00,0,0.7,77,0
150,2021-01-07 6:00,0,0.7,77,0
151,2021-01-07 7:00,0,0.7,69,0
152,2021-01-07 8:00,0,0.8,84,0.06
153,2021-01-07 9:00,28800,0.8,84,0.15
154,2021-01-07 10:00,355200,0.8,86,0.36
155,2021-01-07 11:00,595200,0.8,82,0.43
156,2021-01-07 12:00,998400,0.8,78,0.62
157,2021-01-07 13:00,1977600,0.8,72,0.68
158,2021-01-07 14:00,1036800,0.8,60,0.95
159,2021-01-07 15:00,864000,0.9,56,0.92
160,2021-01-07 16:00,480000,0.9,57,0.58
161,2021-01-07 17:00,67200,0.9,56,0.32
162,2021-01-07 18:00,9600,0.9,59,0.09
163,2021-01-07 19:00,0,0.9,59,0
164,2021-01-07 20:00,0,0.9,54,0
165,2021-01-07 21:00,0,0.9,55,0
166,2021-01-07 22:00,0,0.9,53,0
167,2021-01-07 23:00,0,0.9,54,0
168,2021-01-08 0:00,0,0.9,53,0
169,2021-01-08 1:00,0,0.8,53,0
170,2021-01-08 2:00,0,0.8,54,0
171,2021-01-08 3:00,0,0.8,67,0
172,2021-01-08 4:00,0,0.7,69,0
173,2021-01-08 5:00,0,0.7,65,0
174,2021-01-08 6:00,0,0.7,67,0
175,2021-01-08 7:00,0,0.6,63,0
176,2021-01-08 8:00,0,0.6,63,0.07
177,2021-01-08 9:00,0,0.4,58,0.39
178,2021-01-08 10:00,28800,0.4,48,1.14
179,2021-01-08 11:00,182400,0.6,45,1.73
180,2021-01-08 12:00,259200,0.6,44,2.01
181,2021-01-08 13:00,268800,0.6,41,2.03
182,2021-01-08 14:00,201600,0.7,51,1.52
183,2021-01-08 15:00,96000,0.7,52,1.38
184,2021-01-08 16:00,19200,0.7,50,1.17
185,2021-01-08 17:00,0,0.7,52,0.58
186,2021-01-08 18:00,0,0.7,55,0.13
187,2021-01-08 19:00,0,0.7,52,0
188,2021-01-08 20:00,0,0.6,53,0
189,2021-01-08 21:00,0,0.4,51,0
190,2021-01-08 22:00,0,0.4,52,0
191,2021-01-08 23:00,0,0.3,55,0
192,2021-01-09 0:00,0,0.3,52,0
193,2021-01-09 1:00,0,0.3,55,0
194,2021-01-09 2:00,0,0.2,53,0
195,2021-01-09 3:00,0,0.2,58,0
196,2021-01-09 4:00,0,0.2,56,0
197,2021-01-09 5:00,0,0.2,58,0
198,2021-01-09 6:00,0,0.1,61,0
199,2021-01-09 7:00,0,0.1,63,0
200,2021-01-09 8:00,0,0.1,60,0.07
201,2021-01-09 9:00,0,0,54,0.44
202,2021-01-09 10:00,0,0,46,1.1
203,2021-01-09 11:00,96000,0,39,1.68
204,2021-01-09 12:00,172800,0,38,1.99
205,2021-01-09 13:00,211200,0.1,37,2.19
206,2021-01-09 14:00,230400,0.1,37,2.12
207,2021-01-09 15:00,240000,0.1,42,1.73
208,2021-01-09 16:00,86400,0.2,49,0.95
209,2021-01-09 17:00,0,0.2,55,0.62
210,2021-01-09 18:00,0,0.2,55,0.13
211,2021-01-09 19:00,0,0.3,56,0
212,2021-01-09 20:00,0,0.2,56,0
213,2021-01-09 21:00,0,0.2,56,0
214,2021-01-09 22:00,0,0.1,56,0
215,2021-01-09 23:00,0,0.1,58,0
216,2021-01-10 0:00,0,0,57,0
217,2021-01-10 1:00,0,-0.1,62,0
218,2021-01-10 2:00,0,-0.1,67,0
219,2021-01-10 3:00,0,-0.2,72,0
220,2021-01-10 4:00,0,-0.3,74,0
221,2021-01-10 5:00,0,-0.3,76,0
222,2021-01-10 6:00,0,-0.4,78,0
223,2021-01-10 7:00,0,-0.4,77,0
224,2021-01-10 8:00,0,-0.3,77,0.07
225,2021-01-10 9:00,28800,-0.3,75,0.22
226,2021-01-10 10:00,105600,-0.2,72,0.59
227,2021-01-10 11:00,172800,-0.1,68,1.01
228,2021-01-10 12:00,297600,-0.1,60,1.61
229,2021-01-10 13:00,480000,-0.1,52,2.1
230,2021-01-10 14:00,470400,-0.1,53,1.83
231,2021-01-10 15:00,748800,0,58,1.15
232,2021-01-10 16:00,422400,0,64,0.51
233,2021-01-10 17:00,220800,0,68,0.29
234,2021-01-10 18:00,9600,0,72,0.12
235,2021-01-10 19:00,0,0.1,77,0
236,2021-01-10 20:00,0,0,80,0
237,2021-01-10 21:00,0,0,89,0
238,2021-01-10 22:00,0,0,90,0
239,2021-01-10 23:00,0,-0.1,90,0
240,2021-01-11 0:00,0,-0.1,90,0
241,2021-01-11 1:00,0,-0.1,89,0
242,2021-01-11 2:00,0,-0.1,89,0
243,2021-01-11 3:00,0,-0.1,90,0
244,2021-01-11 4:00,0,0,86,0
245,2021-01-11 5:00,0,0,86,0
246,2021-01-11 6:00,0,0,88,0
247,2021-01-11 7:00,0,-0.1,87,0
248,2021-01-11 8:00,0,-0.1,91,0.06
249,2021-01-11 9:00,19200,-0.1,88,0.35
250,2021-01-11 10:00,345600,0,79,0.55
251,2021-01-11 11:00,748800,0,75,0.76
252,2021-01-11 12:00,1296000,0,69,0.84
253,2021-01-11 13:00,1488000,0,67,0.58
254,2021-01-11 14:00,1353600,0,65,0.81
255,2021-01-11 15:00,1219200,0.1,66,0.81
256,2021-01-11 16:00,854400,0.1,65,0.68
257,2021-01-11 17:00,297600,0.1,64,0.29
258,2021-01-11 18:00,28800,0.1,67,0.09
259,2021-01-11 19:00,0,0.2,67,0
260,2021-01-11 20:00,0,0.2,72,0
261,2021-01-11 21:00,0,0.2,74,0
262,2021-01-11 22:00,0,0.2,77,0
263,2021-01-11 23:00,0,0.1,85,0
264,2021-01-12 0:00,0,0.1,87,0
265,2021-01-12 1:00,0,0.1,87,0
266,2021-01-12 2:00,0,0,90,0
267,2021-01-12 3:00,0,0,94,0
268,2021-01-12 4:00,0,0,95,0
269,2021-01-12 5:00,0,0,95,0
270,2021-01-12 6:00,0,0,95,0
271,2021-01-12 7:00,0,0,96,0
272,2021-01-12 8:00,0,0,96,0.07
273,2021-01-12 9:00,240000,0,95,0.22
274,2021-01-12 10:00,1132800,0,94,0.61
275,2021-01-12 11:00,2995200,0,81,1.44
276,2021-01-12 12:00,5817600,0,69,2.16
277,2021-01-12 13:00,7516800,0.1,62,2
278,2021-01-12 14:00,4982400,0.1,50,1.91
279,2021-01-12 15:00,1843200,0.1,50,1.33
280,2021-01-12 16:00,2832000,0.2,54,0.7
281,2021-01-12 17:00,1305600,0.2,69,0.25
282,2021-01-12 18:00,172800,0.2,74,0.09
283,2021-01-12 19:00,0,0.3,68,0
284,2021-01-12 20:00,0,0.3,69,0
285,2021-01-12 21:00,0,0.3,75,0
286,2021-01-12 22:00,0,0.4,79,0
287,2021-01-12 23:00,0,0.4,86,0
288,2021-01-13 0:00,0,0.4,91,0
289,2021-01-13 1:00,0,0.4,93,0
290,2021-01-13 2:00,0,0.3,94,0
291,2021-01-13 3:00,0,0.2,95,0
292,2021-01-13 4:00,0,0.2,94,0
293,2021-01-13 5:00,0,0.2,95,0
294,2021-01-13 6:00,0,0.1,95,0
295,2021-01-13 7:00,0,0.1,95,0
296,2021-01-13 8:00,0,0,95,0.07
297,2021-01-13 9:00,960000,0,94,0.32
298,2021-01-13 10:00,3168000,0,82,1.05
299,2021-01-13 11:00,5702400,0,69,1.44
300,2021-01-13 12:00,7660800,0,57,1.78
301,2021-01-13 13:00,8332800,0.3,51,1.95
302,2021-01-13 14:00,8073600,0.6,51,1.85
303,2021-01-13 15:00,6998400,1.6,52,1.55
304,2021-01-13 16:00,4992000,4.5,54,1.08
305,2021-01-13 17:00,2188800,4.4,58,0.53
306,2021-01-13 18:00,240000,2.7,64,0.12
307,2021-01-13 19:00,0,1.6,70,0
308,2021-01-13 20:00,0,1,75,0
309,2021-01-13 21:00,0,0.7,78,0
310,2021-01-13 22:00,0,1.2,80,0
311,2021-01-13 23:00,0,2,81,0
312,2021-01-14 0:00,0,2,85,0
313,2021-01-14 1:00,0,0.8,90,0
314,2021-01-14 2:00,0,0.7,95,0
315,2021-01-14 3:00,0,0.6,96,0
316,2021-01-14 4:00,0,0.4,96,0
317,2021-01-14 5:00,0,0.3,97,0
318,2021-01-14 6:00,0,0.3,98,0
319,2021-01-14 7:00,0,0.2,98,0
320,2021-01-14 8:00,9600,0.1,98,0.07
321,2021-01-14 9:00,844800,0.1,98,0.35
322,2021-01-14 10:00,2976000,0.2,96,0.95
323,2021-01-14 11:00,6201600,4.5,82,1.49
324,2021-01-14 12:00,7910400,9.9,62,1.89
325,2021-01-14 13:00,8323200,12.8,54,2.04
326,2021-01-14 14:00,7910400,13.9,51,1.95
327,2021-01-14 15:00,6787200,13.5,48,1.62
328,2021-01-14 16:00,4809600,12,46,1.14
329,2021-01-14 17:00,2102400,9.5,42,0.54
330,2021-01-14 18:00,240000,6.5,51,0.12
331,2021-01-14 19:00,0,5,63,0
332,2021-01-14 20:00,0,3.9,67,0
333,2021-01-14 21:00,0,3.1,72,0
334,2021-01-14 22:00,0,2.5,78,0
335,2021-01-14 23:00,0,1.9,86,0
336,2021-01-15 0:00,0,1.5,89,0
337,2021-01-15 1:00,0,1.5,88,0
338,2021-01-15 2:00,0,1.2,94,0
339,2021-01-15 3:00,0,1,95,0
340,2021-01-15 4:00,0,1,93,0
341,2021-01-15 5:00,0,1.1,95,0
342,2021-01-15 6:00,0,0.8,96,0
343,2021-01-15 7:00,0,1.2,95,0
344,2021-01-15 8:00,0,1.8,96,0.07
345,2021-01-15 9:00,576000,3.5,94,0.24
346,2021-01-15 10:00,2332800,5.9,90,0.44
347,2021-01-15 11:00,4022400,10,78,0.96
348,2021-01-15 12:00,4204800,12.6,73,1.39
349,2021-01-15 13:00,2937600,14.1,65,1.55
350,2021-01-15 14:00,4291200,14,61,1.23
351,2021-01-15 15:00,3820800,12.6,66,0.73
352,2021-01-15 16:00,1660800,11.5,64,0.46
353,2021-01-15 17:00,537600,10.3,75,0.31
354,2021-01-15 18:00,96000,9.1,83,0.08
355,2021-01-15 19:00,0,7.9,87,0
356,2021-01-15 20:00,0,7.3,87,0
357,2021-01-15 21:00,0,6.6,87,0
358,2021-01-15 22:00,0,5.9,78,0
359,2021-01-15 23:00,0,4.2,74,0
360,2021-01-16 0:00,0,3.4,77,0
361,2021-01-16 1:00,0,3.1,71,0
362,2021-01-16 2:00,0,3.2,73,0
363,2021-01-16 3:00,0,2.1,71,0
364,2021-01-16 4:00,0,2.2,71,0
365,2021-01-16 5:00,0,1.7,65,0
366,2021-01-16 6:00,0,1.4,66,0
367,2021-01-16 7:00,0,1.3,65,0
368,2021-01-16 8:00,0,1.1,67,0.07
369,2021-01-16 9:00,316800,1.3,67,0.14
370,2021-01-16 10:00,1123200,1.9,65,0.33
371,2021-01-16 11:00,3878400,3.4,60,0.63
372,2021-01-16 12:00,6595200,7.5,53,1.59
373,2021-01-16 13:00,6211200,7.6,56,1.61
374,2021-01-16 14:00,5193600,6.5,56,1.01
375,2021-01-16 15:00,2294400,5.6,57,1.02
376,2021-01-16 16:00,1430400,4.1,59,0.63
377,2021-01-16 17:00,508800,2.6,59,0.3
378,2021-01-16 18:00,38400,1.6,61,0.1
379,2021-01-16 19:00,0,1.1,56,0
380,2021-01-16 20:00,0,0.9,55,0
381,2021-01-16 21:00,0,0.7,56,0
382,2021-01-16 22:00,0,0.3,54,0
383,2021-01-16 23:00,0,0,56,0
384,2021-01-17 0:00,0,-0.2,56,0
385,2021-01-17 1:00,0,-0.3,62,0
386,2021-01-17 2:00,0,-0.4,67,0
387,2021-01-17 3:00,0,-0.5,71,0
388,2021-01-17 4:00,0,-0.7,70,0
389,2021-01-17 5:00,0,-1.1,70,0
390,2021-01-17 6:00,0,-1.6,69,0
391,2021-01-17 7:00,0,-1.6,68,0
392,2021-01-17 8:00,0,-1.9,66,0.07
393,2021-01-17 9:00,57600,-1.5,61,0.42
394,2021-01-17 10:00,1046400,-0.3,53,1.12
395,2021-01-17 11:00,3868800,0,47,1.69
396,2021-01-17 12:00,8755200,1.4,43,2.06
397,2021-01-17 13:00,9542400,5.6,42,2.3
398,2021-01-17 14:00,10041600,8.3,38,2.22
399,2021-01-17 15:00,7584000,8.6,39,1.77
400,2021-01-17 16:00,6672000,6.6,43,1.36
401,2021-01-17 17:00,3033600,4.1,45,0.7
402,2021-01-17 18:00,336000,1.8,51,0.15
403,2021-01-17 19:00,0,1,61,0
404,2021-01-17 20:00,0,0.8,64,0
405,2021-01-17 21:00,0,0.7,74,0
406,2021-01-17 22:00,0,0.4,75,0
407,2021-01-17 23:00,0,0.3,75,0
408,2021-01-18 0:00,0,0.1,75,0
409,2021-01-18 1:00,0,0.1,75,0
410,2021-01-18 2:00,0,0.1,92,0
411,2021-01-18 3:00,0,0.1,95,0
412,2021-01-18 4:00,0,0.2,95,0
413,2021-01-18 5:00,0,0.2,96,0
414,2021-01-18 6:00,0,0.3,97,0
415,2021-01-18 7:00,0,0.3,97,0
416,2021-01-18 8:00,0,0.4,97,0.07
417,2021-01-18 9:00,0,0.4,98,0.08
418,2021-01-18 10:00,76800,0.4,98,0.17
419,2021-01-18 11:00,2294400,0.6,98,0.16
420,2021-01-18 12:00,5712000,0.6,98,0.2
421,2021-01-18 13:00,3772800,0.7,97,0.85
422,2021-01-18 14:00,7017600,0.7,64,1.53
423,2021-01-18 15:00,3331200,0.7,51,1.26
424,2021-01-18 16:00,3475200,0.8,42,0.61
425,2021-01-18 17:00,2092800,0.9,37,0.6
426,2021-01-18 18:00,326400,1,57,0.16
427,2021-01-18 19:00,0,1,66,0
428,2021-01-18 20:00,0,0.9,66,0
429,2021-01-18 21:00,0,0.8,64,0
430,2021-01-18 22:00,0,0.7,58,0
431,2021-01-18 23:00,0,0.6,58,0
432,2021-01-19 0:00,0,0.6,57,0
433,2021-01-19 1:00,0,0.4,56,0
434,2021-01-19 2:00,0,0.3,58,0
435,2021-01-19 3:00,0,0.2,61,0
436,2021-01-19 4:00,0,0,63,0
437,2021-01-19 5:00,0,-0.4,69,0
438,2021-01-19 6:00,0,-0.7,68,0
439,2021-01-19 7:00,0,-0.8,67,0
440,2021-01-19 8:00,19200,-1,68,0.06
441,2021-01-19 9:00,1689600,-0.9,65,0.41
442,2021-01-19 10:00,5241600,-0.3,57,1.14
443,2021-01-19 11:00,8131200,-0.2,40,1.74
444,2021-01-19 12:00,9696000,-0.1,34,2.15
445,2021-01-19 13:00,10425600,0,28,2.32
446,2021-01-19 14:00,10156800,4.1,32,2.24
447,2021-01-19 15:00,8995200,7,22,1.93
448,2021-01-19 16:00,6844800,6.3,21,1.44
449,2021-01-19 17:00,3446400,4,23,0.78
450,2021-01-19 18:00,470400,1.4,27,0.18
451,2021-01-19 19:00,0,0.9,35,0
452,2021-01-19 20:00,0,0.4,42,0
453,2021-01-19 21:00,0,0.2,41,0
454,2021-01-19 22:00,0,-0.1,45,0
455,2021-01-19 23:00,0,-0.7,47,0
456,2021-01-20 0:00,0,-1,50,0
457,2021-01-20 1:00,0,-1.3,54,0
458,2021-01-20 2:00,0,-1.5,59,0
459,2021-01-20 3:00,0,-1.7,59,0
460,2021-01-20 4:00,0,-2,59,0
461,2021-01-20 5:00,0,-2.2,60,0
462,2021-01-20 6:00,0,-2.4,58,0
463,2021-01-20 7:00,0,-2.6,60,0
464,2021-01-20 8:00,19200,-2.6,61,0.07
465,2021-01-20 9:00,1622400,-1.6,53,0.44
466,2021-01-20 10:00,4992000,-0.3,47,1.13
467,2021-01-20 11:00,7603200,0.7,36,1.7
468,2021-01-20 12:00,8985600,2.7,36,2.09
469,2021-01-20 13:00,9350400,6.1,40,2.24
470,2021-01-20 14:00,8928000,10.7,38,2.16
471,2021-01-20 15:00,7929600,11.3,36,1.78
472,2021-01-20 16:00,5942400,10.3,37,1.31
473,2021-01-20 17:00,2361600,7.8,39,0.61
474,2021-01-20 18:00,345600,4.6,43,0.15
475,2021-01-20 19:00,0,2.6,46,0
476,2021-01-20 20:00,0,1.7,51,0
477,2021-01-20 21:00,0,1,57,0
478,2021-01-20 22:00,0,0.7,62,0
479,2021-01-20 23:00,0,1.6,62,0
480,2021-01-21 0:00,0,1.5,67,0
481,2021-01-21 1:00,0,1.7,71,0
482,2021-01-21 2:00,0,2.3,72,0
483,2021-01-21 3:00,0,2.7,73,0
484,2021-01-21 4:00,0,2.8,74,0
485,2021-01-21 5:00,0,2.8,76,0
486,2021-01-21 6:00,0,2.7,80,0
487,2021-01-21 7:00,0,1.9,82,0
488,2021-01-21 8:00,9600,1.4,85,0.07
489,2021-01-21 9:00,1228800,2,81,0.41
490,2021-01-21 10:00,2332800,6.6,71,1.02
491,2021-01-21 11:00,2812800,8.9,64,1.13
492,2021-01-21 12:00,3091200,9.7,62,0.92
493,2021-01-21 13:00,1382400,9.4,62,0.51
494,2021-01-21 14:00,1171200,11,57,0.65
495,2021-01-21 15:00,364800,9.1,63,0.28
496,2021-01-21 16:00,489600,8.6,70,0.21
497,2021-01-21 17:00,336000,8.1,87,0.18
498,2021-01-21 18:00,9600,7.3,94,0.09
499,2021-01-21 19:00,0,7,97,0
500,2021-01-21 20:00,0,6.7,98,0
501,2021-01-21 21:00,0,6.7,99,0
502,2021-01-21 22:00,0,6.7,99,0
503,2021-01-21 23:00,0,6.6,99,0
504,2021-01-22 0:00,0,6.6,99,0
505,2021-01-22 1:00,0,6.7,99,0
506,2021-01-22 2:00,0,6.6,99,0
507,2021-01-22 3:00,0,6.7,99,0
508,2021-01-22 4:00,0,6.7,99,0
509,2021-01-22 5:00,0,6.7,99,0
510,2021-01-22 6:00,0,6.7,99,0
511,2021-01-22 7:00,0,6.7,99,0
512,2021-01-22 8:00,0,6.7,99,0.06
513,2021-01-22 9:00,220800,7.4,99,0.15
514,2021-01-22 10:00,739200,8.6,99,0.31
515,2021-01-22 11:00,1075200,9.4,99,0.37
516,2021-01-22 12:00,1401600,12.4,99,0.79
517,2021-01-22 13:00,912000,12.5,99,0.7
518,2021-01-22 14:00,1056000,12.7,96,0.67
519,2021-01-22 15:00,931200,11.8,96,0.4
520,2021-01-22 16:00,604800,11.2,96,0.36
521,2021-01-22 17:00,230400,10.2,95,0.24
522,2021-01-22 18:00,0,9.2,95,0.09
523,2021-01-22 19:00,0,8.8,96,0
524,2021-01-22 20:00,0,8.6,97,0
525,2021-01-22 21:00,0,8.3,97,0
526,2021-01-22 22:00,0,7.5,98,0
527,2021-01-22 23:00,0,7.7,98,0
528,2021-01-23 0:00,0,7.1,99,0
529,2021-01-23 1:00,0,7,99,0
530,2021-01-23 2:00,0,7,99,0
531,2021-01-23 3:00,0,6.9,99,0
532,2021-01-23 4:00,0,6.8,99,0
533,2021-01-23 5:00,0,6.9,99,0
534,2021-01-23 6:00,0,6.8,99,0
535,2021-01-23 7:00,0,6.9,98,0
536,2021-01-23 8:00,0,7.1,96,0.06
537,2021-01-23 9:00,57600,7.5,97,0.11
538,2021-01-23 10:00,268800,9.1,98,0.33
539,2021-01-23 11:00,748800,10,98,0.44
540,2021-01-23 12:00,1017600,10.9,97,0.48
541,2021-01-23 13:00,921600,11.3,95,0.56
542,2021-01-23 14:00,700800,11.4,94,0.48
543,2021-01-23 15:00,604800,10.9,95,0.33
544,2021-01-23 16:00,739200,10.2,98,0.23
545,2021-01-23 17:00,384000,9.6,98,0.16
546,2021-01-23 18:00,38400,9.1,98,0.11
547,2021-01-23 19:00,0,8.7,96,0
548,2021-01-23 20:00,0,8.3,94,0
549,2021-01-23 21:00,0,7.8,96,0
550,2021-01-23 22:00,0,7.6,96,0
551,2021-01-23 23:00,0,7.2,95,0
552,2021-01-24 0:00,0,7,93,0
553,2021-01-24 1:00,0,6.7,89,0
554,2021-01-24 2:00,0,5.9,93,0
555,2021-01-24 3:00,0,4.7,89,0
556,2021-01-24 4:00,0,3.9,86,0
557,2021-01-24 5:00,0,3.3,92,0
558,2021-01-24 6:00,0,2.7,91,0
559,2021-01-24 7:00,0,2.3,96,0
560,2021-01-24 8:00,19200,2.1,94,0.07
561,2021-01-24 9:00,1113600,3.2,95,0.43
562,2021-01-24 10:00,3974400,8.2,79,1.09
563,2021-01-24 11:00,6787200,12.6,64,1.65
564,2021-01-24 12:00,8745600,15.8,56,2.06
565,2021-01-24 13:00,5856000,16.6,50,2.08
566,2021-01-24 14:00,6278400,16.8,46,1.85
567,2021-01-24 15:00,7142400,15.9,43,1.68
568,2021-01-24 16:00,4771200,13.8,43,1.1
569,2021-01-24 17:00,2361600,11.6,44,0.76
570,2021-01-24 18:00,278400,8.7,51,0.16
