,date,load,workday
477,2023-09-06 12:00:00,62.68,1
478,2023-09-06 12:15:00,61.41,1
479,2023-09-06 12:30:00,61.95,1
480,2023-09-06 12:45:00,62.66,1
481,2023-09-06 13:00:00,61.49,1
482,2023-09-06 13:15:00,61.59,1
483,2023-09-06 13:30:00,62.02,1
484,2023-09-06 13:45:00,61.51,1
485,2023-09-06 14:00:00,61.57,1
486,2023-09-06 14:15:00,63.2,1
487,2023-09-06 14:30:00,63.12,1
488,2023-09-06 14:45:00,63.14,1
489,2023-09-06 15:00:00,63.38,1
490,2023-09-06 15:15:00,62.08,1
491,2023-09-06 15:30:00,61.6,1
492,2023-09-06 15:45:00,62.19,1
493,2023-09-06 16:00:00,61.63,1
494,2023-09-06 16:15:00,61.48,1
495,2023-09-06 16:30:00,61.58,1
496,2023-09-06 16:45:00,61.4,1
497,2023-09-06 17:00:00,61.56,1
498,2023-09-06 17:15:00,57.01,1
499,2023-09-06 17:30:00,56.23,1
500,2023-09-06 17:45:00,56.22,1
501,2023-09-06 18:00:00,56.1,1
502,2023-09-06 18:15:00,50.71,1
503,2023-09-06 18:30:00,50.7,1
504,2023-09-06 18:45:00,50.88,1
505,2023-09-06 19:00:00,50.68,1
506,2023-09-06 19:15:00,47.86,1
507,2023-09-06 19:30:00,48.22,1
508,2023-09-06 19:45:00,48.04,1
509,2023-09-06 20:00:00,48.0,1
510,2023-09-06 20:15:00,44.8,1
511,2023-09-06 20:30:00,44.91,1
512,2023-09-06 20:45:00,44.6,1
513,2023-09-06 21:00:00,44.68,1
514,2023-09-06 21:15:00,34.7,1
515,2023-09-06 21:30:00,33.6,1
516,2023-09-06 21:45:00,33.54,1
517,2023-09-06 22:00:00,33.69,1
518,2023-09-06 22:15:00,26.37,1
519,2023-09-06 22:30:00,25.48,1
520,2023-09-06 22:45:00,25.42,1
521,2023-09-06 23:00:00,25.62,1
522,2023-09-06 23:15:00,16.93,1
523,2023-09-06 23:30:00,16.5,1
524,2023-09-06 23:45:00,16.42,1
525,2023-09-07 00:00:00,16.73,1
526,2023-09-07 00:15:00,11.88,1
527,2023-09-07 00:30:00,11.76,1
528,2023-09-07 00:45:00,12.11,1
529,2023-09-07 01:00:00,12.5,1
530,2023-09-07 01:15:00,9.62,1
531,2023-09-07 01:30:00,9.4,1
532,2023-09-07 01:45:00,9.97,1
533,2023-09-07 02:00:00,9.9,1
534,2023-09-07 02:15:00,12.74,1
535,2023-09-07 02:30:00,12.92,1
536,2023-09-07 02:45:00,12.83,1
537,2023-09-07 03:00:00,12.89,1
538,2023-09-07 03:15:00,11.39,1
539,2023-09-07 03:30:00,11.13,1
540,2023-09-07 03:45:00,11.1,1
541,2023-09-07 04:00:00,11.06,1
542,2023-09-07 04:15:00,17.89,1
543,2023-09-07 04:30:00,18.33,1
544,2023-09-07 04:45:00,18.33,1
545,2023-09-07 05:00:00,18.15,1
546,2023-09-07 05:15:00,21.69,1
547,2023-09-07 05:30:00,21.9,1
548,2023-09-07 05:45:00,22.12,1
549,2023-09-07 06:00:00,22.29,1
550,2023-09-07 06:15:00,23.55,1
551,2023-09-07 06:30:00,23.72,1
552,2023-09-07 06:45:00,23.72,1
553,2023-09-07 07:00:00,23.73,1
554,2023-09-07 07:15:00,28.38,1
555,2023-09-07 07:30:00,28.57,1
556,2023-09-07 07:45:00,28.48,1
557,2023-09-07 08:00:00,28.51,1
558,2023-09-07 08:15:00,39.55,1
559,2023-09-07 08:30:00,39.84,1
560,2023-09-07 08:45:00,40.31,1
561,2023-09-07 09:00:00,41.71,1
562,2023-09-07 09:15:00,52.43,1
563,2023-09-07 09:30:00,53.7,1
564,2023-09-07 09:45:00,53.75,1
565,2023-09-07 10:00:00,54.21,1
566,2023-09-07 10:15:00,59.39,1
567,2023-09-07 10:30:00,59.24,1
568,2023-09-07 10:45:00,58.81,1
569,2023-09-07 11:00:00,57.87,1
570,2023-09-07 11:15:00,61.48,1
571,2023-09-07 11:30:00,61.65,1
572,2023-09-07 11:45:00,61.44,1
573,2023-09-07 12:00:00,61.42,1
574,2023-09-07 12:15:00,61.62,1
575,2023-09-07 12:30:00,61.41,1
576,2023-09-07 12:45:00,61.52,1
577,2023-09-07 13:00:00,61.62,1
578,2023-09-07 13:15:00,61.36,1
579,2023-09-07 13:30:00,61.41,1
580,2023-09-07 13:45:00,61.61,1
581,2023-09-07 14:00:00,61.44,1
582,2023-09-07 14:15:00,61.49,1
583,2023-09-07 14:30:00,61.46,1
584,2023-09-07 14:45:00,61.49,1
585,2023-09-07 15:00:00,61.57,1
586,2023-09-07 15:15:00,61.52,1
587,2023-09-07 15:30:00,61.44,1
588,2023-09-07 15:45:00,61.51,1
589,2023-09-07 16:00:00,61.51,1
590,2023-09-07 16:15:00,60.13,1
591,2023-09-07 16:30:00,60.71,1
592,2023-09-07 16:45:00,60.05,1
593,2023-09-07 17:00:00,59.52,1
594,2023-09-07 17:15:00,54.31,1
595,2023-09-07 17:30:00,54.43,1
596,2023-09-07 17:45:00,54.3,1
597,2023-09-07 18:00:00,53.89,1
598,2023-09-07 18:15:00,50.78,1
599,2023-09-07 18:30:00,50.76,1
600,2023-09-07 18:45:00,50.63,1
601,2023-09-07 19:00:00,50.33,1
602,2023-09-07 19:15:00,47.11,1
603,2023-09-07 19:30:00,47.13,1
604,2023-09-07 19:45:00,47.03,1
605,2023-09-07 20:00:00,47.19,1
606,2023-09-07 20:15:00,44.08,1
607,2023-09-07 20:30:00,41.58,1
608,2023-09-07 20:45:00,42.63,1
609,2023-09-07 21:00:00,40.84,1
610,2023-09-07 21:15:00,30.35,1
611,2023-09-07 21:30:00,30.6,1
612,2023-09-07 21:45:00,31.02,1
613,2023-09-07 22:00:00,29.73,1
614,2023-09-07 22:15:00,22.61,1
615,2023-09-07 22:30:00,21.76,1
616,2023-09-07 22:45:00,21.9,1
617,2023-09-07 23:00:00,22.0,1
618,2023-09-07 23:15:00,14.93,1
619,2023-09-07 23:30:00,14.69,1
620,2023-09-07 23:45:00,14.68,1
621,2023-09-08 00:00:00,14.07,1
622,2023-09-08 00:15:00,8.44,1
623,2023-09-08 00:30:00,8.53,1
624,2023-09-08 00:45:00,8.05,1
625,2023-09-08 01:00:00,7.91,1
626,2023-09-08 01:15:00,7.58,1
627,2023-09-08 01:30:00,7.43,1
628,2023-09-08 01:45:00,7.5,1
629,2023-09-08 02:00:00,7.75,1
630,2023-09-08 02:15:00,10.09,1
631,2023-09-08 02:30:00,10.83,1
632,2023-09-08 02:45:00,11.04,1
633,2023-09-08 03:00:00,10.68,1
634,2023-09-08 03:15:00,11.08,1
635,2023-09-08 03:30:00,11.08,1
636,2023-09-08 03:45:00,11.13,1
637,2023-09-08 04:00:00,11.62,1
638,2023-09-08 04:15:00,18.22,1
639,2023-09-08 04:30:00,18.0,1
640,2023-09-08 04:45:00,18.33,1
641,2023-09-08 05:00:00,18.71,1
642,2023-09-08 05:15:00,21.89,1
643,2023-09-08 05:30:00,22.08,1
644,2023-09-08 05:45:00,21.89,1
645,2023-09-08 06:00:00,22.18,1
646,2023-09-08 06:15:00,24.74,1
647,2023-09-08 06:30:00,24.16,1
648,2023-09-08 06:45:00,23.89,1
649,2023-09-08 07:00:00,25.11,1
650,2023-09-08 07:15:00,29.24,1
651,2023-09-08 07:30:00,29.09,1
652,2023-09-08 07:45:00,28.96,1
653,2023-09-08 08:00:00,29.99,1
654,2023-09-08 08:15:00,39.9,1
655,2023-09-08 08:30:00,39.93,1
656,2023-09-08 08:45:00,39.88,1
657,2023-09-08 09:00:00,39.87,1
658,2023-09-08 09:15:00,50.79,1
659,2023-09-08 09:30:00,53.03,1
660,2023-09-08 09:45:00,51.28,1
661,2023-09-08 10:00:00,51.06,1
662,2023-09-08 10:15:00,56.41,1
663,2023-09-08 10:30:00,58.01,1
