Unnamed: 0,date,load,workday,hour,minute,sunlight,temperature,pv
681,2023-09-12 15:30,61.23,1,15,30,133.38,36.25,23.95
682,2023-09-12 15:45,61.6,1,15,45,133.38,36.25,23.95
683,2023-09-12 16:00,61.51,1,16,0,74.05,33.07,13.2
684,2023-09-12 16:15,60.31,1,16,15,74.05,33.07,13.2
685,2023-09-12 16:30,60,1,16,30,74.05,33.07,13.2
686,2023-09-12 16:45,61.16,1,16,45,74.05,33.07,13.2
687,2023-09-12 17:00,58.97,1,17,0,44.03,33.09,7.575
688,2023-09-12 17:15,54.45,1,17,15,44.03,33.09,7.575
689,2023-09-12 17:30,54.31,1,17,30,44.03,33.09,7.575
690,2023-09-12 17:45,54.21,1,17,45,44.03,33.09,7.575
691,2023-09-12 18:00,54.12,1,18,0,3.65,30.92,0.4
692,2023-09-12 18:15,50.7,1,18,15,3.65,30.92,0.4
693,2023-09-12 18:30,50.61,1,18,30,3.65,30.92,0.4
694,2023-09-12 18:45,50.69,1,18,45,3.65,30.92,0.4
695,2023-09-12 19:00,50.28,1,19,0,0,28.68,0
696,2023-09-12 19:15,46.26,1,19,15,0,28.68,0
697,2023-09-12 19:30,45.39,1,19,30,0,28.68,0
698,2023-09-12 19:45,46.64,1,19,45,0,28.68,0
699,2023-09-12 20:00,44.94,1,20,0,0,28,0
700,2023-09-12 20:15,42.3,1,20,15,0,28,0
701,2023-09-12 20:30,42.42,1,20,30,0,28,0
702,2023-09-12 20:45,42.8,1,20,45,0,28,0
703,2023-09-12 21:00,41.97,1,21,0,0,27.21,0
704,2023-09-12 21:15,31.67,1,21,15,0,27.21,0
705,2023-09-12 21:30,31.37,1,21,30,0,27.21,0
706,2023-09-12 21:45,31.47,1,21,45,0,27.21,0
707,2023-09-12 22:00,28.72,1,22,0,0,27,0
708,2023-09-12 22:15,22.16,1,22,15,0,27,0
709,2023-09-12 22:30,22.19,1,22,30,0,27,0
710,2023-09-12 22:45,22.1,1,22,45,0,27,0
711,2023-09-12 23:00,22.12,1,23,0,0,27,0
712,2023-09-12 23:15,15.09,1,23,15,0,27,0
713,2023-09-12 23:30,14.65,1,23,30,0,27,0
714,2023-09-12 23:45,14.69,1,23,45,0,27,0
